"","factions","short_name","fathername","number","region_name","totally","accepted","partly_accepted","rejected","redakciyno_accepted","others","no_conclusion"
"1237","ОПЗЖ","Володимир Кальцев","Федорович","2178-10","",63,0,0,63,0,0,0
"1238","ОПЗЖ","Володимир Кальцев","Федорович","2285-д","",4,0,1,3,0,0,0
"1239","ОПЗЖ","Олександр Качний","Сталіноленович","1059","",6,0,0,6,0,0,0
"1240","ОПЗЖ","Олександр Качний","Сталіноленович","2178-10","",53,0,0,53,0,0,0
"1241","ОПЗЖ","Ілля Кива","Володимирович","0887","",1,1,0,0,0,0,0
"1242","ОПЗЖ","Ілля Кива","Володимирович","2178-10","",446,0,0,446,0,0,0
"1243","ОПЗЖ","Ілля Кива","Володимирович","3314","",9,9,0,0,0,0,0
"1244","ОПЗЖ","Ігор Кісільов","Петрович","2143-3","",2,0,0,2,0,0,0
"1245","ОПЗЖ","Тарас Козак","Романович","1109","",5,1,0,4,0,0,0
"1246","ОПЗЖ","Тарас Козак","Романович","1208-2","",39,9,3,27,0,0,0
"1247","ОПЗЖ","Тарас Козак","Романович","1210","",8,1,0,7,0,0,0
"1248","ОПЗЖ","Тарас Козак","Романович","2047-д","",3,0,1,2,0,0,0
"1249","ОПЗЖ","Тарас Козак","Романович","2166","",3,2,0,1,0,0,0
"1250","ОПЗЖ","Тарас Козак","Романович","2179","",16,2,1,13,0,0,0
"1251","ОПЗЖ","Тарас Козак","Романович","2285-д","",14,4,5,5,0,0,0
"1252","ОПЗЖ","Олександр Колтунович","Сергійович","1055-1","",5,0,0,5,0,0,0
"1253","ОПЗЖ","Олександр Колтунович","Сергійович","1109","",2,0,0,2,0,0,0
"1254","ОПЗЖ","Олександр Колтунович","Сергійович","1210","",2,0,0,2,0,0,0
"1255","ОПЗЖ","Олександр Колтунович","Сергійович","2047-д","",93,8,2,82,1,0,0
"1256","ОПЗЖ","Олександр Колтунович","Сергійович","2166","",1,1,0,0,0,0,0
"1257","ОПЗЖ","Олександр Колтунович","Сергійович","2178-10","",511,0,0,511,0,0,0
"1258","ОПЗЖ","Олександр Колтунович","Сергійович","2255","",2,0,0,2,0,0,0
"1259","ОПЗЖ","Олександр Колтунович","Сергійович","2258","",3,0,0,3,0,0,0
"1260","ОПЗЖ","Олександр Колтунович","Сергійович","2259","",1,0,0,1,0,0,0
"1261","ОПЗЖ","Олександр Колтунович","Сергійович","2285-д","",11,4,3,4,0,0,0
"1262","ОПЗЖ","Олександр Колтунович","Сергійович","2379","",2,0,0,2,0,0,0
"1263","ОПЗЖ","Олександр Колтунович","Сергійович","2426","",4,0,0,4,0,0,0
"1264","ОПЗЖ","Наталія Королевська","Юріївна","1036-1","",3,0,0,3,0,0,0
"1265","ОПЗЖ","Наталія Королевська","Юріївна","1042-1","",2,0,0,2,0,0,0
"1266","ОПЗЖ","Наталія Королевська","Юріївна","1052","",6,0,0,6,0,0,0
"1267","ОПЗЖ","Наталія Королевська","Юріївна","1053-1","",8,0,0,8,0,0,0
"1268","ОПЗЖ","Наталія Королевська","Юріївна","1054-1","",5,1,0,4,0,0,0
"1269","ОПЗЖ","Наталія Королевська","Юріївна","1067-д","",13,5,0,8,0,0,0
"1270","ОПЗЖ","Наталія Королевська","Юріївна","1073","",9,0,0,9,0,0,0
"1271","ОПЗЖ","Наталія Королевська","Юріївна","1231","",31,0,1,30,0,0,0
"1272","ОПЗЖ","Наталія Королевська","Юріївна","2030","",7,0,2,5,0,0,0
"1273","ОПЗЖ","Наталія Королевська","Юріївна","2031","",5,1,1,3,0,0,0
"1274","ОПЗЖ","Наталія Королевська","Юріївна","2077","",2,1,1,0,0,0,0
"1275","ОПЗЖ","Наталія Королевська","Юріївна","2168","",11,0,0,11,0,0,0
"1276","ОПЗЖ","Наталія Королевська","Юріївна","2172","",20,5,1,14,0,0,0
"1277","ОПЗЖ","Наталія Королевська","Юріївна","2178-10","",486,0,0,486,0,0,0
"1278","ОПЗЖ","Наталія Королевська","Юріївна","2260","",5,0,0,5,0,0,0
"1279","ОПЗЖ","Наталія Королевська","Юріївна","2275","",7,0,0,7,0,0,0
"1280","ОПЗЖ","Наталія Королевська","Юріївна","2283","",1,0,0,1,0,0,0
"1281","ОПЗЖ","Наталія Королевська","Юріївна","2285-д","",99,20,1,78,0,0,0
"1282","ОПЗЖ","Наталія Королевська","Юріївна","2299","",7,0,1,6,0,0,0
"1283","ОПЗЖ","Наталія Королевська","Юріївна","2428","",1,0,0,1,0,0,0
"1284","ОПЗЖ","Наталія Королевська","Юріївна","2494","",26,4,1,20,1,0,0
"1285","ОПЗЖ","Наталія Королевська","Юріївна","2539","",1,0,0,1,0,0,0
"1286","ОПЗЖ","Наталія Королевська","Юріївна","3329-д","",4,2,0,2,0,0,0
"1287","ОПЗЖ","Олександр Лукашев","Анатолійович","0897","Луганська область",7,1,2,4,0,0,0
"1288","ОПЗЖ","Олександр Лукашев","Анатолійович","0898","Луганська область",14,2,4,8,0,0,0
"1289","ОПЗЖ","Олександр Лукашев","Анатолійович","1008","Луганська область",4,0,0,4,0,0,0
"1290","ОПЗЖ","Олександр Лукашев","Анатолійович","1032","Луганська область",1,0,0,1,0,0,0
"1291","ОПЗЖ","Олександр Лукашев","Анатолійович","2178-10","Луганська область",53,0,0,53,0,0,0
"1292","ОПЗЖ","Олександр Лукашев","Анатолійович","2299","Луганська область",14,1,1,12,0,0,0
"1293","ОПЗЖ","Олександр Лукашев","Анатолійович","2428","Луганська область",3,0,1,1,1,0,0
"1294","ОПЗЖ","Григорій Мамка","Миколайович","0887","",15,2,0,13,0,0,0
"1295","ОПЗЖ","Григорій Мамка","Миколайович","0889","",5,4,0,0,1,0,0
"1296","ОПЗЖ","Григорій Мамка","Миколайович","0893","",1,1,0,0,0,0,0
"1297","ОПЗЖ","Григорій Мамка","Миколайович","1009","",45,2,3,40,0,0,0
"1298","ОПЗЖ","Григорій Мамка","Миколайович","1032","",6,0,0,6,0,0,0
"1299","ОПЗЖ","Григорій Мамка","Миколайович","1152-1","",3,1,1,1,0,0,0
"1300","ОПЗЖ","Григорій Мамка","Миколайович","1208-2","",39,6,6,27,0,0,0
"1301","ОПЗЖ","Григорій Мамка","Миколайович","1210","",73,26,1,46,0,0,0
"1302","ОПЗЖ","Григорій Мамка","Миколайович","2116","",27,2,8,9,8,0,0
"1303","ОПЗЖ","Григорій Мамка","Миколайович","2143-3","",2,1,0,1,0,0,0
"1304","ОПЗЖ","Григорій Мамка","Миколайович","2148","",3,0,0,3,0,0,0
"1305","ОПЗЖ","Григорій Мамка","Миколайович","2161","",1,0,1,0,0,0,0
"1306","ОПЗЖ","Григорій Мамка","Миколайович","2172","",1,0,0,1,0,0,0
"1307","ОПЗЖ","Григорій Мамка","Миколайович","2178-10","",10,0,0,10,0,0,0
"1308","ОПЗЖ","Григорій Мамка","Миколайович","2179","",49,3,7,37,1,0,1
"1309","ОПЗЖ","Григорій Мамка","Миколайович","2237","",3,2,0,1,0,0,0
"1310","ОПЗЖ","Григорій Мамка","Миколайович","2240","",7,1,3,3,0,0,0
"1311","ОПЗЖ","Григорій Мамка","Миколайович","2285-д","",68,43,6,19,0,0,0
"1312","ОПЗЖ","Григорій Мамка","Миколайович","2300","",3,0,0,3,0,0,0
"1313","ОПЗЖ","Григорій Мамка","Миколайович","2351","",18,4,6,8,0,0,0
"1314","ОПЗЖ","Григорій Мамка","Миколайович","2412-д","",118,13,16,65,24,0,0
"1315","ОПЗЖ","Григорій Мамка","Миколайович","2414-д","",2,0,0,2,0,0,0
"1316","ОПЗЖ","Григорій Мамка","Миколайович","2426","",2,0,0,2,0,0,0
"1317","ОПЗЖ","Григорій Мамка","Миколайович","2513","",27,0,6,21,0,0,0
"1318","ОПЗЖ","Григорій Мамка","Миколайович","2538","",2,0,0,2,0,0,0
"1319","ОПЗЖ","Григорій Мамка","Миколайович","2539","",6,1,3,2,0,0,0
"1320","ОПЗЖ","Григорій Мамка","Миколайович","2571-д","",2,0,0,2,0,0,0
"1321","ОПЗЖ","Григорій Мамка","Миколайович","3271","",4,0,0,4,0,0,0
"1322","ОПЗЖ","Григорій Мамка","Миколайович","3276","",4,0,1,3,0,0,0
"1323","ОПЗЖ","Григорій Мамка","Миколайович","3314","",22,18,1,1,2,0,0
"1324","ОПЗЖ","Григорій Мамка","Миколайович","3350","",1,0,0,1,0,0,0
"1325","ОПЗЖ","Суто Мамоян","Чолоєвич","3314","",9,9,0,0,0,0,0
"1326","ОПЗЖ","Віктор Медведчук","Володимирович","0930","",7,7,0,0,0,0,0
"1327","ОПЗЖ","Віктор Медведчук","Володимирович","2178-10","",7,0,0,7,0,0,0
"1328","ОПЗЖ","Володимир Мороз","Вікторович","2178-10","Донецька область",77,0,0,77,0,0,0
"1329","ОПЗЖ","Володимир Мороз","Вікторович","2233","Донецька область",1,0,0,1,0,0,0
"1330","ОПЗЖ","Василь Німченко","Іванович","1008","",8,0,0,8,0,0,0
"1331","ОПЗЖ","Василь Німченко","Іванович","1031","",36,0,0,36,0,0,0
"1332","ОПЗЖ","Василь Німченко","Іванович","1036-1","",8,0,2,6,0,0,0
"1333","ОПЗЖ","Василь Німченко","Іванович","1231","",12,0,0,12,0,0,0
"1334","ОПЗЖ","Василь Німченко","Іванович","2143-3","",14,4,2,8,0,0,0
"1335","ОПЗЖ","Василь Німченко","Іванович","2178-10","",40,0,0,40,0,0,0
"1336","ОПЗЖ","Василь Німченко","Іванович","2237","",9,0,0,9,0,0,0
"1337","ОПЗЖ","Юрій Павленко","Олексійович","1055-1","",10,0,1,9,0,0,0
"1338","ОПЗЖ","Юрій Павленко","Олексійович","2036","",3,0,0,3,0,0,0
"1339","ОПЗЖ","Юрій Павленко","Олексійович","2178-10","",43,0,0,43,0,0,0
"1340","ОПЗЖ","Юрій Павленко","Олексійович","2494","",56,2,3,49,2,0,0
"1341","ОПЗЖ","Юрій Павленко","Олексійович","3377","",3,0,0,3,0,0,0
"1342","ОПЗЖ","Михайло Папієв","Миколайович","1039-2","",1,1,0,0,0,0,0
"1343","ОПЗЖ","Михайло Папієв","Миколайович","1042-1","",1,0,1,0,0,0,0
"1344","ОПЗЖ","Михайло Папієв","Миколайович","1043","",8,1,2,5,0,0,0
"1345","ОПЗЖ","Михайло Папієв","Миколайович","2047-д","",92,5,0,87,0,0,0
"1346","ОПЗЖ","Михайло Папієв","Миколайович","2168","",35,0,0,35,0,0,0
"1347","ОПЗЖ","Михайло Папієв","Миколайович","2178-10","",41,0,0,41,0,0,0
"1348","ОПЗЖ","Михайло Папієв","Миколайович","2275","",4,0,1,3,0,0,0
"1349","ОПЗЖ","Тетяна Плачкова","Михайлівна","1081","",17,0,1,14,1,0,1
"1350","ОПЗЖ","Тетяна Плачкова","Михайлівна","2047-д","",149,4,4,141,0,0,0
"1351","ОПЗЖ","Тетяна Плачкова","Михайлівна","2143-3","",2,1,0,1,0,0,0
"1352","ОПЗЖ","Тетяна Плачкова","Михайлівна","2144","",10,0,1,9,0,0,0
"1353","ОПЗЖ","Тетяна Плачкова","Михайлівна","2178-10","",155,0,0,155,0,0,0
"1354","ОПЗЖ","Тетяна Плачкова","Михайлівна","2261","",3,0,0,3,0,0,0
"1355","ОПЗЖ","Тетяна Плачкова","Михайлівна","2280","",34,1,3,24,6,0,0
"1356","ОПЗЖ","Тетяна Плачкова","Михайлівна","2335","",2,1,0,1,0,0,0
"1357","ОПЗЖ","Олександр Пономарьов","Сергійович","1041","Запорізька область",2,0,1,1,0,0,0
"1358","ОПЗЖ","Олександр Пономарьов","Сергійович","2178-10","Запорізька область",116,0,0,116,0,0,0
"1359","ОПЗЖ","Наталія Приходько","Ігорівна","1039-2","",1,1,0,0,0,0,0
"1360","ОПЗЖ","Наталія Приходько","Ігорівна","1043","",10,0,0,10,0,0,0
"1361","ОПЗЖ","Наталія Приходько","Ігорівна","1044-1","",2,2,0,0,0,0,0
"1362","ОПЗЖ","Наталія Приходько","Ігорівна","2178-10","",5,0,0,5,0,0,0
"1363","ОПЗЖ","Олександр Пузанов","Геннадійович","1008","",15,3,0,12,0,0,0
"1364","ОПЗЖ","Олександр Пузанов","Геннадійович","1010","",22,3,0,17,2,0,0
"1365","ОПЗЖ","Олександр Пузанов","Геннадійович","1029","",9,0,0,7,2,0,0
"1366","ОПЗЖ","Олександр Пузанов","Геннадійович","1031","",14,1,1,12,0,0,0
"1367","ОПЗЖ","Олександр Пузанов","Геннадійович","1039-2","",1,0,1,0,0,0,0
"1368","ОПЗЖ","Олександр Пузанов","Геннадійович","1056-1","",1,1,0,0,0,0,0
"1369","ОПЗЖ","Олександр Пузанов","Геннадійович","2143-3","",65,8,8,48,1,0,0
"1370","ОПЗЖ","Олександр Пузанов","Геннадійович","2178-10","",22,0,0,22,0,0,0
"1371","ОПЗЖ","Микола Скорик","Леонідович","1054-1","",1,0,0,1,0,0,0
"1372","ОПЗЖ","Микола Скорик","Леонідович","1059","",6,0,0,6,0,0,0
"1373","ОПЗЖ","Микола Скорик","Леонідович","2178-10","",55,0,0,55,0,0,0
"1374","ОПЗЖ","Микола Скорик","Леонідович","2276","",1,0,0,0,1,0,0
"1375","ОПЗЖ","Микола Скорик","Леонідович","3350","",1,1,0,0,0,0,0
"1376","ОПЗЖ","Антоніна Славицька","Керимівна","1008","",6,0,0,6,0,0,0
"1377","ОПЗЖ","Антоніна Славицька","Керимівна","1009","",2,0,0,2,0,0,0
"1378","ОПЗЖ","Антоніна Славицька","Керимівна","1025","",11,11,0,0,0,0,0
"1379","ОПЗЖ","Антоніна Славицька","Керимівна","1029","",16,9,2,3,2,0,0
"1380","ОПЗЖ","Антоніна Славицька","Керимівна","1031","",2,0,0,2,0,0,0
"1381","ОПЗЖ","Антоніна Славицька","Керимівна","1208-2","",7,2,2,3,0,0,0
"1382","ОПЗЖ","Антоніна Славицька","Керимівна","1210","",3,2,0,1,0,0,0
"1383","ОПЗЖ","Антоніна Славицька","Керимівна","2178-10","",5,0,0,5,0,0,0
"1384","ОПЗЖ","Антоніна Славицька","Керимівна","2237","",5,1,0,4,0,0,0
"1385","ОПЗЖ","Антоніна Славицька","Керимівна","2299","",3,0,0,3,0,0,0
"1386","ОПЗЖ","Антоніна Славицька","Керимівна","2823","",1,0,0,1,0,0,0
"1387","ОПЗЖ","Антоніна Славицька","Керимівна","3348","",2,2,0,0,0,0,0
"1388","ОПЗЖ","Юрій Солод","Васильович","1036-1","Донецька область",3,0,0,3,0,0,0
"1389","ОПЗЖ","Юрій Солод","Васильович","1042-1","Донецька область",2,0,0,2,0,0,0
"1390","ОПЗЖ","Юрій Солод","Васильович","1052","Донецька область",6,0,0,6,0,0,0
"1391","ОПЗЖ","Юрій Солод","Васильович","1053-1","Донецька область",8,0,0,8,0,0,0
"1392","ОПЗЖ","Юрій Солод","Васильович","1054-1","Донецька область",5,1,0,4,0,0,0
"1393","ОПЗЖ","Юрій Солод","Васильович","1067-д","Донецька область",13,5,0,8,0,0,0
"1394","ОПЗЖ","Юрій Солод","Васильович","1073","Донецька область",9,0,0,9,0,0,0
"1395","ОПЗЖ","Юрій Солод","Васильович","1231","Донецька область",31,0,1,30,0,0,0
"1396","ОПЗЖ","Юрій Солод","Васильович","2030","Донецька область",7,0,2,5,0,0,0
"1397","ОПЗЖ","Юрій Солод","Васильович","2031","Донецька область",5,1,1,3,0,0,0
"1398","ОПЗЖ","Юрій Солод","Васильович","2077","Донецька область",2,1,1,0,0,0,0
"1399","ОПЗЖ","Юрій Солод","Васильович","2168","Донецька область",11,0,0,11,0,0,0
"1400","ОПЗЖ","Юрій Солод","Васильович","2172","Донецька область",20,5,1,14,0,0,0
"1401","ОПЗЖ","Юрій Солод","Васильович","2178-10","Донецька область",40,0,0,40,0,0,0
"1402","ОПЗЖ","Юрій Солод","Васильович","2260","Донецька область",5,0,0,5,0,0,0
"1403","ОПЗЖ","Юрій Солод","Васильович","2275","Донецька область",7,0,0,7,0,0,0
"1404","ОПЗЖ","Юрій Солод","Васильович","2283","Донецька область",1,0,0,1,0,0,0
"1405","ОПЗЖ","Юрій Солод","Васильович","2285-д","Донецька область",99,20,1,78,0,0,0
"1406","ОПЗЖ","Юрій Солод","Васильович","2428","Донецька область",1,0,0,1,0,0,0
"1407","ОПЗЖ","Юрій Солод","Васильович","2494","Донецька область",26,4,1,20,1,0,0
"1408","ОПЗЖ","Юрій Солод","Васильович","2539","Донецька область",1,0,0,1,0,0,0
"1409","ОПЗЖ","Юрій Солод","Васильович","3329-д","Донецька область",4,2,0,2,0,0,0
"1410","ОПЗЖ","Вадим Столар","Михайлович","1039-2","",1,0,1,0,0,0,0
"1411","ОПЗЖ","Вадим Столар","Михайлович","1066","",7,1,0,6,0,0,0
"1412","ОПЗЖ","Вадим Столар","Михайлович","1233","",7,0,1,6,0,0,0
"1413","ОПЗЖ","Вадим Столар","Михайлович","2148","",1,0,0,1,0,0,0
"1414","ОПЗЖ","Вадим Столар","Михайлович","2178-10","",7,0,0,7,0,0,0
"1415","ОПЗЖ","Вадим Столар","Михайлович","2275","",12,0,0,12,0,0,0
"1416","ОПЗЖ","Григорій Суркіс","Михайлович","2077","",6,6,0,0,0,0,0
"1417","ОПЗЖ","Олександр Фельдман","Борисович","0869","Харківська область",11,1,2,2,6,0,0
"1418","ОПЗЖ","Олександр Фельдман","Борисович","0870","Харківська область",6,5,0,0,1,0,0
"1419","ОПЗЖ","Олександр Фельдман","Борисович","2351","Харківська область",24,9,14,0,1,0,0
"1420","ОПЗЖ","Федір Христенко","Володимирович","2178-10","Донецька область",39,0,0,39,0,0,0
"1421","ОПЗЖ","Віктор Чорний","Іванович","2178-10","",123,0,0,123,0,0,0
"1422","ОПЗЖ","Віктор Чорний","Іванович","2285-д","",4,0,2,2,0,0,0
"1423","ОПЗЖ","Нестор Шуфрич","Іванович","1210","",2,0,0,2,0,0,0
"1424","ОПЗЖ","Нестор Шуфрич","Іванович","2143-3","",14,4,2,8,0,0,0
"1425","ОПЗЖ","Нестор Шуфрич","Іванович","2178-10","",522,0,0,522,0,0,0
"1426","Позафракційні","Святослав Вакарчук","Іванович","0901","",149,26,11,89,23,0,0
"1427","Позафракційні","Святослав Вакарчук","Іванович","1066","",11,0,1,10,0,0,0
"1428","Позафракційні","Вікторія Гриб","Олександрівна","1009","Луганська область",10,0,0,10,0,0,0
"1429","Позафракційні","Вікторія Гриб","Олександрівна","1010","Луганська область",3,0,0,3,0,0,0
"1430","Позафракційні","Вікторія Гриб","Олександрівна","1029","Луганська область",1,0,0,0,0,0,1
"1431","Позафракційні","Вікторія Гриб","Олександрівна","1031","Луганська область",5,1,0,4,0,0,0
"1432","Позафракційні","Вікторія Гриб","Олександрівна","1032","Луганська область",1,0,0,1,0,0,0
"1433","Позафракційні","Вікторія Гриб","Олександрівна","1046","Луганська область",1,0,0,1,0,0,0
"1434","Позафракційні","Вікторія Гриб","Олександрівна","1055-1","Луганська область",6,0,0,6,0,0,0
"1435","Позафракційні","Вікторія Гриб","Олександрівна","1058","Луганська область",8,0,0,8,0,0,0
"1436","Позафракційні","Вікторія Гриб","Олександрівна","1210","Луганська область",119,36,8,74,1,0,0
"1437","Позафракційні","Вікторія Гриб","Олександрівна","2035","Луганська область",1,0,0,1,0,0,0
"1438","Позафракційні","Вікторія Гриб","Олександрівна","2042","Луганська область",10,4,2,4,0,0,0
"1439","Позафракційні","Вікторія Гриб","Олександрівна","2144","Луганська область",10,0,1,9,0,0,0
"1440","Позафракційні","Вікторія Гриб","Олександрівна","2178-10","Луганська область",4,0,0,4,0,0,0
"1441","Позафракційні","Вікторія Гриб","Олександрівна","2233","Луганська область",4,0,0,3,1,0,0
"1442","Позафракційні","Вікторія Гриб","Олександрівна","2239-1","Луганська область",1,1,0,0,0,0,0
"1443","Позафракційні","Вікторія Гриб","Олександрівна","2276","Луганська область",4,0,1,3,0,0,0
"1444","Позафракційні","Вікторія Гриб","Олександрівна","2283","Луганська область",3,0,0,3,0,0,0
"1445","Позафракційні","Вікторія Гриб","Олександрівна","2285-д","Луганська область",82,5,6,71,0,0,0
"1446","Позафракційні","Вікторія Гриб","Олександрівна","2317","Луганська область",26,2,0,24,0,0,0
"1447","Позафракційні","Вікторія Гриб","Олександрівна","2490-1","Луганська область",52,6,1,44,1,0,0
"1448","Позафракційні","Вікторія Гриб","Олександрівна","2571-д","Луганська область",1,0,0,1,0,0,0
"1449","Позафракційні","Вікторія Гриб","Олександрівна","3329-д","Луганська область",4,0,0,4,0,0,0
"1450","Позафракційні","Вікторія Гриб","Олександрівна","3354","Луганська область",1,0,0,1,0,0,0
"1451","Позафракційні","Вікторія Гриб","Олександрівна","3377","Луганська область",1,1,0,0,0,0,0
"1452","Позафракційні","Олесь Довгий","Станіславович","1210","Кіровоградська область",2,0,1,1,0,0,0
"1453","Позафракційні","Олесь Довгий","Станіславович","2457","Кіровоградська область",2,2,0,0,0,0,0
"1454","Позафракційні","Олесь Довгий","Станіславович","2538","Кіровоградська область",31,30,0,0,1,0,0
"1455","Позафракційні","Олесь Довгий","Станіславович","2539","Кіровоградська область",10,6,4,0,0,0,0
"1456","Позафракційні","Роман Іванісов","Валерійович","1010","Рівненська область",19,5,0,11,3,0,0
"1457","Позафракційні","Роман Іванісов","Валерійович","1029","Рівненська область",3,0,2,0,1,0,0
"1458","Позафракційні","Роман Іванісов","Валерійович","2239-1","Рівненська область",77,2,2,71,2,0,0
"1459","Позафракційні","Олена Кондратюк","Костянтинівна","0953","",9,9,0,0,0,0,0
"1460","Позафракційні","Олена Кондратюк","Костянтинівна","1039-2","",1,0,1,0,0,0,0
"1461","Позафракційні","Олена Кондратюк","Костянтинівна","1043","",8,3,0,5,0,0,0
"1462","Позафракційні","Олена Кондратюк","Костянтинівна","1054-1","",1,1,0,0,0,0,0
"1463","Позафракційні","Олена Кондратюк","Костянтинівна","1058","",1,1,0,0,0,0,0
"1464","Позафракційні","Олена Кондратюк","Костянтинівна","1085-1","",2,0,0,0,0,0,2
"1465","Позафракційні","Олена Кондратюк","Костянтинівна","2036","",5,0,0,5,0,0,0
"1466","Позафракційні","Олена Кондратюк","Костянтинівна","2260","",1,0,0,1,0,0,0
"1467","Позафракційні","Олена Кондратюк","Костянтинівна","2521","",2,0,0,2,0,0,0
"1468","Позафракційні","Олена Кондратюк","Костянтинівна","3377","",2,0,1,1,0,0,0
"1469","Позафракційні","Гео Лерос","Багратович","2187","",6,6,0,0,0,0,0
"1470","Позафракційні","Сергій Магера","Васильович","1059","Донецька область",4,0,0,4,0,0,0
"1471","Позафракційні","Сергій Магера","Васильович","1066","Донецька область",1,0,0,1,0,0,0
"1472","Позафракційні","Сергій Магера","Васильович","1208-2","Донецька область",15,4,2,9,0,0,0
"1473","Позафракційні","Сергій Магера","Васильович","1210","Донецька область",10,9,0,1,0,0,0
"1474","Позафракційні","Сергій Магера","Васильович","1233","Донецька область",2,0,0,2,0,0,0
"1475","Позафракційні","Сергій Магера","Васильович","2178-10","Донецька область",4,0,0,4,0,0,0
"1476","Позафракційні","Сергій Магера","Васильович","2285-д","Донецька область",82,5,6,71,0,0,0
"1477","Позафракційні","Сергій Магера","Васильович","2428","Донецька область",1,0,0,1,0,0,0
"1478","Позафракційні","Сергій Магера","Васильович","2571-д","Донецька область",1,0,0,1,0,0,0
"1479","Позафракційні","Муса Магомедов","Сергоєвич","1210","Донецька область",87,28,6,53,0,0,0
"1480","Позафракційні","Вадим Новинський","Владиславович","2178-10","Донецька область",5,0,0,5,0,0,0
"1481","Позафракційні","Вадим Новинський","Владиславович","2285-д","Донецька область",1,0,0,1,0,0,0
"1482","Позафракційні","Оксана Савчук","Василівна","0963","Івано-Франківська область",3,3,0,0,0,0,0
"1483","Позафракційні","Оксана Савчук","Василівна","1009","Івано-Франківська область",4,0,0,4,0,0,0
"1484","Позафракційні","Оксана Савчук","Василівна","1029","Івано-Франківська область",1,0,0,0,0,0,1
"1485","Позафракційні","Оксана Савчук","Василівна","1059","Івано-Франківська область",6,0,0,6,0,0,0
"1486","Позафракційні","Оксана Савчук","Василівна","1081","Івано-Франківська область",3,0,0,2,0,0,1
"1487","Позафракційні","Оксана Савчук","Василівна","2143-3","Івано-Франківська область",32,1,5,25,1,0,0
"1488","Позафракційні","Оксана Савчук","Василівна","2178-10","Івано-Франківська область",11,0,0,11,0,0,0
"1489","Позафракційні","Оксана Савчук","Василівна","2351","Івано-Франківська область",14,0,3,11,0,0,0
"1490","Позафракційні","Оксана Савчук","Василівна","2370","Івано-Франківська область",4,0,0,4,0,0,0
"1491","Позафракційні","Руслан Стефанчук","Олексійович","1008","",24,24,0,0,0,0,0
"1492","Позафракційні","Руслан Стефанчук","Олексійович","1152-1","",7,3,2,2,0,0,0
"1493","Позафракційні","Руслан Стефанчук","Олексійович","1197","",1,0,0,0,1,0,0
"1494","Позафракційні","Руслан Стефанчук","Олексійович","1198","",1,0,0,0,1,0,0
"1495","Позафракційні","Руслан Стефанчук","Олексійович","1220","",1,1,0,0,0,0,0
"1496","Позафракційні","Руслан Стефанчук","Олексійович","2030","",1,1,0,0,0,0,0
"1497","Позафракційні","Руслан Стефанчук","Олексійович","2116","",7,2,1,4,0,0,0
"1498","Позафракційні","Руслан Стефанчук","Олексійович","2143-3","",20,7,0,13,0,0,0
"1499","Позафракційні","Руслан Стефанчук","Олексійович","2178-10","",4,0,0,4,0,0,0
"1500","Позафракційні","Руслан Стефанчук","Олексійович","2237","",2,1,0,1,0,0,0
"1501","Позафракційні","Руслан Стефанчук","Олексійович","2240","",12,10,0,2,0,0,0
"1502","Позафракційні","Руслан Стефанчук","Олексійович","2241","",1,0,0,1,0,0,0
"1503","Позафракційні","Руслан Стефанчук","Олексійович","2255","",29,15,13,0,1,0,0
"1504","Позафракційні","Руслан Стефанчук","Олексійович","2260","",19,2,10,6,1,0,0
"1505","Позафракційні","Руслан Стефанчук","Олексійович","2275","",1,1,0,0,0,0,0
"1506","Позафракційні","Руслан Стефанчук","Олексійович","2285-д","",33,8,10,15,0,0,0
"1507","Позафракційні","Руслан Стефанчук","Олексійович","2299","",18,3,1,13,1,0,0
"1508","Позафракційні","Руслан Стефанчук","Олексійович","2300","",1,1,0,0,0,0,0
"1509","Позафракційні","Руслан Стефанчук","Олексійович","2335","",1,1,0,0,0,0,0
"1510","Позафракційні","Руслан Стефанчук","Олексійович","2343","",1,1,0,0,0,0,0
"1511","Позафракційні","Руслан Стефанчук","Олексійович","2351","",1,1,0,0,0,0,0
"1512","Позафракційні","Руслан Стефанчук","Олексійович","2370","",1,1,0,0,0,0,0
"1513","Позафракційні","Руслан Стефанчук","Олексійович","2379","",1,1,0,0,0,0,0
"1514","Позафракційні","Руслан Стефанчук","Олексійович","2398-д","",2,0,0,2,0,0,0
"1515","Позафракційні","Руслан Стефанчук","Олексійович","2429","",1,1,0,0,0,0,0
"1516","Позафракційні","Руслан Стефанчук","Олексійович","2456","",2,1,1,0,0,0,0
"1517","Позафракційні","Руслан Стефанчук","Олексійович","2490-1","",1,1,0,0,0,0,0
"1518","Позафракційні","Руслан Стефанчук","Олексійович","2494","",2,2,0,0,0,0,0
"1519","Позафракційні","Руслан Стефанчук","Олексійович","2500","",29,26,0,2,1,0,0
"1520","Позафракційні","Руслан Стефанчук","Олексійович","2513","",17,6,3,8,0,0,0
"1521","Позафракційні","Руслан Стефанчук","Олексійович","2524","",1,1,0,0,0,0,0
"1522","Позафракційні","Руслан Стефанчук","Олексійович","2538","",1,1,0,0,0,0,0
"1523","Позафракційні","Руслан Стефанчук","Олексійович","2539","",1,1,0,0,0,0,0
"1524","Позафракційні","Руслан Стефанчук","Олексійович","2654","",7,4,2,1,0,0,0
"1525","Позафракційні","Руслан Стефанчук","Олексійович","3132","",1,1,0,0,0,0,0
